0 -93962.98707080247 -8030526.428733002
100 -87357.20297321337 -6837831.027989382
200 -85969.01909537557 -5695162.502403632
300 -83833.55196090895 -5381563.37512872
400 -82740.2463507927 -4998061.030122837
500 -82845.57927880395 -4142729.989785675
600 -82929.43724656629 -3966483.621783681
700 -82757.4429018981 -3817382.637432368
800 -82762.50133087985 -3650136.4863791787
900 -82893.04346020675 -3499676.501671985
1000 -82588.82133829014 -3298178.41217963
1100 -81807.0925564887 -3285114.292625619
1200 -80700.4655878749 -3178458.8410170088
1300 -78797.84152211208 -3156677.634940558
1400 -77036.64994466999 -3139498.6066811066
1500 -76646.98490512381 -3108185.3266168283
1600 -75496.8378555912 -3097447.020395183
1700 -74970.04384363173 -3094751.1449047127
1800 -74628.31366123578 -3091032.7674167044
1900 -74871.48180893704 -3086764.558609665
2000 -73870.85050020507 -3081756.6958397906
2100 -73338.78749051093 -3079819.0057436554
2200 -72989.18040437512 -3077096.4917651424
2300 -71916.40414572124 -3075697.4772799076
2400 -71743.90019976742 -3074388.663549727
2500 -71327.96532246371 -3073269.812772533
2600 -70863.96578535679 -3071991.43799602
2700 -70360.09934028165 -3071267.0344023355
2800 -70014.41858094871 -3070773.3834119067
2900 -69411.18502955862 -2970004.573262149
3000 -69194.72997985772 -2969691.6439726306
3100 -68863.76413853375 -2969337.277087605
3200 -68467.40215470204 -2968939.280347335
3300 -68383.01924188496 -2968856.8561009928
3400 -68208.45204574196 -2968682.4808660205
3500 -68035.16483481419 -2968508.6441975324
3600 -67947.71273396166 -2968421.6327879927
3700 -67625.95630957824 -2968107.1392437834
3800 -67226.2078664439 -2967702.8378133434
3900 -66875.5573642152 -2967353.2520567016
4000 -66767.21849018279 -2967244.7313356255
4100 -66630.18138519439 -2967108.968241207
4200 -66491.06438762372 -2966967.527667894
4300 -66463.2819231485 -2966939.7807983686
4400 -66206.75347324231 -2966684.6112241456
4500 -66057.64565396486 -2966533.7032279503
4600 -65707.27219318577 -2966186.8069888675
4700 -65654.95542867268 -2966134.6158014564
4800 -65509.113376830006 -2965990.7832260886
4900 -65197.713476474775 -2965681.4771913853
5000 -65162.16607957727 -2965645.840361906
5100 -65027.334737241305 -2965512.8945067055
5200 -64966.89401981517 -2965453.262283766
5300 -64898.91743446921 -2965383.420221419
5400 -64726.50098119989 -2965212.290515907
5500 -64650.84935719613 -2965135.0823097173
5600 -64506.17237957411 -2964990.8632223625
5700 -64433.24559658791 -2964917.86284333
5800 -64352.15373876047 -2964836.9872482326
5900 -64255.75672641864 -2964740.2770945877
6000 -64014.702719053515 -2964499.995022403
6100 -63816.96747923084 -2964302.9373090332
6200 -63772.27153804041 -2964258.8202403337
6300 -63660.729344072366 -2964145.8287150813
6400 -63603.21332130933 -2964089.895282245
6500 -63515.70687524632 -2964002.883150051
6600 -63384.869964831094 -2963873.7940356727
6700 -63332.7770036443 -2963820.4553191504
6800 -63294.575121209535 -2963782.453750191
6900 -63231.043741423055 -2963717.959043666
7000 -62982.29321248295 -2963470.1858808314
7100 -62971.673248707186 -2963459.9846157483
7200 -62866.6707879104 -2963355.4461805206
7300 -62796.85941171714 -2963285.741038053
7400 -62762.7024122226 -2963252.223864428
7500 -62686.015564387606 -2963174.6403342406
7600 -62514.927953042665 -2963009.377895603
7700 -62221.33035234299 -2962713.028680964
7800 -62184.27995151928 -2962674.79456425
7900 -62094.29291695446 -2962585.2697431305
8000 -62053.10930116243 -2962546.007439886
8100 -62011.78163994508 -2962501.8357155314
8200 -61980.62080791562 -2962471.11406824
8300 -61905.905573573466 -2962396.62974808
8400 -61865.85975988079 -2962356.8912223983
8500 -61716.0647493021 -2962206.5316148372
8600 -61565.815616456115 -2962056.93569119
8700 -61507.11400341724 -2961998.1602222607
8800 -61465.35621439042 -2961955.3974565943
8900 -61408.99489381548 -2961900.214717577
9000 -61351.997674105216 -2961841.895076417
9100 -61300.6518390111 -2961790.473755144
9200 -61232.35253418295 -2961723.805507382
9300 -61173.31243057477 -2961665.391384883
9400 -61098.176903420004 -2961589.7850767067
9500 -61040.16282923093 -2961532.75087889
9600 -60875.97912694386 -2961368.7289601495
9700 -60838.10483928368 -2961329.829154951
9800 -60805.662835723095 -2961297.013905139
9900 -60757.05758163027 -2961249.4616717366
10000 -60690.965293890105 -2961182.9691157616
10100 -60670.81126520583 -2961163.0785419494
10200 -60651.09297647749 -2961143.7154184678
10300 -60573.40598982291 -2961066.165042354
