0 -7893610.688281584
10000 -3010183.067492147
20000 -2404975.537553098
30000 -1951749.3310907583
40000 -1150580.8851803425
50000 -1050104.4778202055
60000 -949822.2059171393
70000 -949787.3144689118
80000 -899920.3595067286
90000 -799905.387444265
100000 -699872.1490316701
110000 -699843.329991061
120000 -599794.0023025785
130000 -471242.5424596254
140000 -455444.07987233595
150000 -450313.57358051115
160000 -450300.1759564823
170000 -450288.77625836444
180000 -449867.99265266844
190000 -362077.69737976685
200000 -356600.131774556
210000 -356590.3279370905
220000 -356596.5160063922
230000 -350057.4451092788
240000 -350067.6679105932
250000 -350054.6837521416
260000 -303550.2976114434
270000 -301312.84058721195
280000 -300916.44342158217
290000 -300918.0435145698
300000 -260363.91994428926
310000 -250353.66743115237
320000 -250348.83832346846
330000 -249895.3628639438
340000 -249888.33065006864
350000 -201509.10104222654
360000 -201472.57108795393
370000 -201330.40239323842
380000 -201335.50765093617
390000 -201343.90996503853
400000 -201349.23501648576
410000 -201329.2930195068
420000 -201316.8246084608
430000 -201290.61924052925
440000 -201281.16669330484
450000 -201300.36722478067
460000 -201285.26361239256
470000 -201290.9694073163
480000 -200296.49470000094
490000 -200298.18408533922
500000 -200304.8700426565
510000 -200299.06214579317
520000 -200294.30696011416
530000 -200282.51297458564
540000 -200276.52781885362
550000 -200277.50504931173
560000 -200284.24271481356
570000 -200278.09637470066
580000 -200279.82504715357
590000 -200279.29543157353
600000 -200274.2128338582
610000 -200287.28056427668
620000 -200300.84335432664
630000 -200294.89291609003
640000 -200291.1502893563
650000 -200275.40623372162
660000 -200274.3344426136
670000 -151925.30183822403
680000 -151933.36821342207
690000 -151930.63489826227
700000 -150534.04454150764
710000 -150537.97720851237
720000 -150524.89179732624
730000 -150412.4476713452
740000 -150386.69138033912
750000 -150382.6243411405
760000 -150383.65681307734
770000 -150381.37643159155
780000 -150375.94896489062
790000 -150386.33679273337
800000 -150395.91688936422
810000 -150374.8880068317
820000 -150381.4879466412
830000 -150386.35237944443
840000 -149860.6500325138
850000 -149856.73001474596
860000 -149856.42820662816
870000 -149855.31502180453
880000 -149854.45265309577
890000 -149861.49492274615
900000 -149850.52970431827
910000 -149857.45150124928
920000 -149841.7516585546
930000 -149839.33947959295
940000 -149859.0504436013
950000 -149850.84171124044
960000 -149851.41114486265
970000 -149852.85635694195
980000 -149833.37943657435
990000 -149841.83220610896
1000000 -149834.68725181918
1010000 -149804.51372479118
1020000 -149810.0637130698
1030000 -149798.6825520575
1040000 -149811.95622397374
1050000 -149799.34835671872
1060000 -149803.92732303546
1070000 -149805.38991623253
1080000 -149801.17872162006
1090000 -149806.90414753422
1100000 -149813.2710467974
1110000 -149815.92317568732
1120000 -149796.50220608496
1130000 -149794.55160895054
1140000 -149792.65101755416
1150000 -149794.3222884879
1160000 -149794.07365184167
1170000 -149797.23587762198
1180000 -149795.15728880587
1190000 -149789.55603352387
1200000 -149807.15591949897
1210000 -149799.92384927068
1220000 -149779.15113353892
1230000 -149793.24920682807
1240000 -149790.37694237288
1250000 -149802.68195114078
1260000 -149793.62649853848
1270000 -149789.69901918957
1280000 -147021.27328529503
1290000 -139527.09682605322
1300000 -139526.27747702756
1310000 -100669.2148724059
1320000 -100662.5661697292
1330000 -100666.37777960449
1340000 -100672.95953581356
1350000 -100660.06294903123
1360000 -100664.71133996308
1370000 -100675.3082489883
1380000 -100674.72875473919
1390000 -100674.91810736938
1400000 -100649.68698929386
1410000 -100658.0654748907
1420000 -100663.424163639
1430000 -100665.49502845554
1440000 -100454.53229967886
1450000 -100456.39275725369
1460000 -100431.95075880643
1470000 -100451.47770308786
1480000 -100451.65891586622
1490000 -100423.26801579306
1500000 -100429.52714012092
1510000 -100428.34271824156
1520000 -100419.43948124061
1530000 -100424.99248075696
1540000 -99648.95783303656
1550000 -99641.37747591827
1560000 -99635.43483998056
1570000 -99626.11459093049
1580000 -99621.54557035038
1590000 -99638.23169473016
1600000 -50624.86724593123
1610000 -50612.14899593379
1620000 -50586.624550921515
1630000 -50600.07414986422
1640000 -50586.206644811755
1650000 -49669.49822636038
1660000 -49658.22502203025
1670000 -49668.27866933695
1680000 -49671.89368709468
1690000 -49671.11656458754
1700000 -49668.42265356553
1710000 -49670.93461826604
1720000 -49674.16509869076
1730000 -49669.09295572264
1740000 -49664.365618875
1750000 -49660.03974235518
1760000 -49674.7014373276
1770000 -49682.292050379765
1780000 -49682.62903238521
1790000 -49667.997199139434
1800000 -49682.98803511758
1810000 -49661.01275412504
1820000 -49684.14282792628
1830000 -49673.836857576265
1840000 -49678.60124038893
1850000 -49674.34458717642
1860000 -49671.1769530332
1870000 -49681.84322894926
1880000 -49661.65836890154
1890000 -49666.06420577071
1900000 -49566.415369166214
1910000 -49572.20366184635
1920000 -49564.27631082654
1930000 -49579.79330274394
1940000 -49567.38638875442
1950000 -49558.552285109276
1960000 -49552.022926670004
1970000 -49568.65345126996
1980000 -49583.451471093234
1990000 -49575.111818776284
2000000 -49574.592017545736
2010000 -49567.69277055776
2020000 -49555.82878217439
2030000 -49573.464018806866
2040000 -49580.170918926255
2050000 -49577.91859083512
2060000 -49563.09672301568
2070000 -49565.97973720033
2080000 -49550.89511943015
2090000 -49569.35938705604
2100000 -49569.28119703872
2110000 -49551.19386279295
2120000 -49544.60502319631
2130000 -49560.28158701493
2140000 -49558.63965193559
2150000 -49562.63540671231
2160000 -49574.86884713061
2170000 -49579.06503578814
2180000 -49559.145193502605
2190000 -49566.49526596
2200000 -49549.52032877521
2210000 -49558.7985653771
2220000 -49564.858302568886
2230000 -49562.32959650457
2240000 -49558.26556208423
2250000 -49549.93899505956
