0 -6830477.749892497
10000 -2687131.8904655264
20000 -2131940.6176092424
30000 -1880414.4702143196
40000 -1779661.0308750253
50000 -1661065.0291219144
60000 -1279964.2126287438
70000 -1029830.9884083621
80000 -929721.9821061264
90000 -879661.8375013911
100000 -879157.3366073256
110000 -837568.9430193959
120000 -832584.3652159008
130000 -829657.3907393032
140000 -682520.2096165924
150000 -678952.006724062
160000 -678913.9648717263
170000 -678768.0882540478
180000 -678768.7342774889
190000 -678783.854567053
200000 -678775.7123475567
210000 -578806.9654299984
220000 -378532.9845641162
230000 -378508.4260403417
240000 -278493.36867525283
250000 -278484.085315198
260000 -278498.5296051974
270000 -278492.0217811824
280000 -278477.13802868285
290000 -278479.6790928651
300000 -278466.59628255025
310000 -278464.2278465428
320000 -278476.3880162507
330000 -278479.7002298246
340000 -278471.51810548065
350000 -278486.9043046277
360000 -278476.83436129027
370000 -278481.5961762126
380000 -278497.4518843591
390000 -228473.21328684536
400000 -228475.29637788347
410000 -178749.81272810622
420000 -178731.78878343522
430000 -178725.4020297459
440000 -178729.95527258093
450000 -178718.32867058908
460000 -178720.38706197563
470000 -178393.5426374214
480000 -178395.79347691077
490000 -129395.72490538676
500000 -128379.98203502812
510000 -128388.4957963002
520000 -128383.99420306493
530000 -128392.44760271072
540000 -128378.80267587565
550000 -128381.65497066293
560000 -128382.65525953325
570000 -128373.5454696535
580000 -128376.57319869396
590000 -128379.05562667247
600000 -128372.25450031561
610000 -128384.71565369063
620000 -128382.42578175446
630000 -128357.73727138393
640000 -128362.62363085807
650000 -128396.81098958137
660000 -128384.23572324817
670000 -128371.56530887277
680000 -128380.41387412041
690000 -128365.56485463986
700000 -128377.74970742883
710000 -128288.5793547572
720000 -128283.78904374801
730000 -128306.26381512378
740000 -128276.14815177608
750000 -128280.5237193948
760000 -128280.41360405053
770000 -128280.02926312474
780000 -128294.80099248914
790000 -128277.62602198645
800000 -128280.12437017506
810000 -128285.6965330463
820000 -128286.59126720829
830000 -97513.87201164613
840000 -78311.00256055192
