0 -71311.74988904175 -3192457.5019224714
100 -57693.83954477815 -2483912.0369955334
200 -46504.425756092096 -2140430.506951928
300 -40155.34756400813 -1908716.2585497093
400 -37876.66506601007 -1799589.1985485477
500 -36456.29421177441 -1767135.2635696202
600 -35878.08037678468 -1729632.4024520651
700 -37349.055038007406 -1693036.511039479
800 -35903.457109329036 -1675925.0305555188
900 -35533.43268514089 -1662259.0257837786
1000 -35415.63044935028 -1656336.6094274963
1100 -34543.67808589302 -1649642.395506718
1200 -33772.17456569264 -1643997.5009573593
1300 -32739.96522883458 -1639743.4723079395
1400 -31950.463518575638 -1637964.6716996545
1500 -31206.977897985296 -1635903.1919098864
1600 -30740.596485993192 -1533264.219056427
1700 -30118.260046334253 -1532123.0836135102
1800 -29302.611650609942 -1531300.0027081568
1900 -29073.175939100925 -1530671.9397027695
2000 -28535.211173056603 -1529973.4583045074
2100 -28266.066958990265 -1529433.6414762416
2200 -27946.198949738893 -1528948.5264349745
2300 -27736.448570360975 -1528568.8343155214
2400 -27443.98107335208 -1528247.4448129712
2500 -27048.799666121937 -1527600.3118525501
2600 -26668.190043936753 -1527171.8154504364
2700 -26385.247698261093 -1526876.7548632792
2800 -25949.695937031036 -1526340.4534216777
2900 -25759.6735180036 -1526100.6528785848
3000 -25629.82077256427 -1525930.0778740025
3100 -25500.63688959057 -1525793.2625337474
3200 -25339.236134048784 -1525629.666941577
3300 -25212.87747089241 -1525503.252973926
3400 -24792.775043716123 -1525083.8434508669
3500 -24777.353428949293 -1525069.1678202332
3600 -24270.310699444468 -1524563.9977769963
3700 -24144.625092243805 -1524435.6985624118
3800 -23934.663052609198 -1524225.6889482683
3900 -23724.459998016275 -1524016.3457160122
4000 -23604.11633370837 -1523896.4455454042
4100 -23337.41199532147 -1523629.9334985185
4200 -23071.835932408267 -1523364.8755339636
4300 -22835.06850747244 -1523128.2752635763
4400 -22717.050370738663 -1523010.399617383
4500 -22574.262352446854 -1522868.878342077
4600 -22492.59088425869 -1522786.6929092398
4700 -22423.95471927861 -1522717.387612877
4800 -22303.054578686708 -1522595.4308137852
4900 -22273.194920688624 -1522565.8068724778
5000 -22091.69979827242 -1522386.6739782086
5100 -22087.978129391737 -1522381.7346072951
5200 -21948.91289450968 -1522242.8622775374
5300 -21879.564044947878 -1522173.4393766795
5400 -21927.517104692637 -1422222.29139136
5500 -21799.979822311692 -1422096.141513556
5600 -21655.16127447317 -1421952.211274976
5700 -21601.38253441269 -1421899.7857171262
5800 -21514.480486327837 -1421812.2219592445
5900 -21429.288840639525 -1421725.930407083
6000 -21338.477427244452 -1421634.635616769
6100 -21284.625112485344 -1421582.678217352
6200 -21226.261907092758 -1421522.121039969
6300 -21223.226659049866 -1421520.2626962615
6400 -21105.996421081894 -1421401.8570960683
6500 -21075.713899501552 -1421372.3913544165
6600 -20944.44167699267 -1421239.5604349563
6700 -20894.654224571626 -1421190.9244571205
6800 -20866.84377398946 -1421164.673219047
6900 -20783.163667896 -1421080.154194404
7000 -20732.018902628155 -1421028.777145223
7100 -20694.867800181888 -1420994.3397036553
7200 -20646.235672030594 -1420946.2421314535
7300 -20605.58697155197 -1420905.5740991791
7400 -20595.871890517603 -1420893.4901947698
7500 -20584.231655641466 -1420880.788112229
7600 -20521.033176107383 -1420816.9823591248
7700 -20389.718512909174 -1420685.6006476542
7800 -20368.591444912345 -1420663.703559817
7900 -20330.852761876602 -1420627.0669626012
8000 -20298.01031002129 -1420593.611372977
8100 -20269.50040925513 -1420564.105241494
8200 -20265.165599727166 -1420560.244910673
8300 -20250.00774918028 -1420546.1395867513
8400 -20249.277159400743 -1420546.8509972063
8500 -20191.436421115442 -1420486.3328768378
8600 -20178.324374672506 -1420474.9936156545
8700 -20144.149907462834 -1420441.7356834393
8800 -20141.707855644425 -1420438.1686898363
8900 -20142.51704110778 -1420438.9790345135
9000 -20123.426079381832 -1420419.8523704677
9100 -20114.250331517298 -1420410.4728453935
9200 -20104.984825507523 -1420401.4470655613
9300 -20082.170725888358 -1420378.6729252408
9400 -20067.73460776138 -1420364.1146526001
9500 -20061.38281051098 -1420357.658172259
9600 -20048.79053435917 -1420346.1011685042
9700 -20013.003269101057 -1420309.2559861839
9800 -20006.776770347726 -1420303.438007468
9900 -20007.199099978436 -1420303.7975820524
10000 -20001.01548943345 -1420297.5931746683
10100 -19997.77042027727 -1420295.1354355132
10200 -19997.816894818374 -1420295.282405529
10300 -19971.133243546774 -1420269.2656633137
10400 -19960.096501854583 -1420257.929192428
10500 -19958.120524528556 -1420255.3638438184
10600 -19917.45143956636 -1420214.3356172873
10700 -19911.450409902816 -1420208.1597581895
10800 -19911.011176701028 -1420207.4141091225
10900 -19902.444133753117 -1420198.3550472734
11000 -19900.734484569068 -1420197.326461932
11100 -19897.395121057365 -1420194.4838085284
11200 -19850.36794438312 -1420146.482093702
11300 -19826.86749187882 -1420122.525819634
11400 -19810.085539608266 -1420106.1440394518
11500 -19764.699541236565 -1370060.7340328933
11600 -19737.45944372323 -1370034.9934951921
11700 -19733.297149248858 -1370034.581405961
11800 -19729.566728061975 -1370025.966593838
11900 -19709.293772292476 -1370006.4824591565
12000 -19701.214506566535 -1369998.0997715504
12100 -19697.603300813098 -1369994.3076296765
12200 -19700.08658969528 -1369995.5983302002
12300 -19702.883223280664 -1369998.5308906701
12400 -19692.104984585872 -1369987.3516031012
12500 -19613.003739603417 -1369908.5627429532
12600 -19609.147009986817 -1369904.7832469163
12700 -19578.002795111435 -1369872.2540307946
12800 -19570.485377821722 -1369866.6871682298
12900 -19564.64153585094 -1369860.608759681
13000 -19558.223814406385 -1369855.7514040736
13100 -19559.15769474966 -1369855.8264835153
13200 -19556.452104710454 -1369851.5805985283
13300 -19549.112931546297 -1369843.7242031367
13400 -19549.494219256994 -1369844.034175118
13500 -19545.590925816672 -1369840.067751696
13600 -19545.187099296083 -1369839.3492802496
13700 -19545.286048240945 -1369839.693605787
13800 -19541.58395484715 -1369836.1298515245
13900 -19536.56410726873 -1369830.878066182
14000 -19528.54959154767 -1369825.8066915856
14100 -19527.74262516365 -1369822.3760281487
14200 -19523.575692060433 -1369818.9794612941
14300 -19518.857616865167 -1369813.6891731513
14400 -19518.149320078795 -1369812.5004907332
14500 -19516.915326367263 -1369810.9750803788
14600 -19510.978511176236 -1369805.494094814
14700 -19509.134974800236 -1369802.8032583222
14800 -19500.54615683336 -1369794.800110558
14900 -19500.198756323785 -1369795.5611205725
15000 -19494.039962184037 -1369788.0266039614
15100 -19485.2713669023 -1369779.644524394
15200 -19478.762746416887 -1369772.9257706394
15300 -19482.082576564495 -1369776.6273921267
15400 -19477.845821760548 -1369771.7425347972
15500 -19480.574021324126 -1369774.858913437
15600 -19478.622123766425 -1369773.0047417304
15700 -19474.94466993867 -1369769.7087488023
15800 -19466.748383375892 -1369762.5863394446
15900 -19462.507188104646 -1369758.580457332
16000 -19459.517676516778 -1369753.082326254
16100 -19459.773639626244 -1369753.693183098
16200 -19455.593857087388 -1369750.1739675046
16300 -19452.110189124167 -1369746.5638769278
16400 -19445.253895162947 -1369739.6787257986
16500 -19444.71737315312 -1369739.562417335
16600 -19436.300556363032 -1369731.9345583695
16700 -19434.36140409974 -1369728.5236034635
16800 -19427.081030622867 -1369722.271458666
16900 -19417.603130666866 -1369712.910081033
17000 -19418.368298836453 -1369712.7650190946
17100 -19388.763415427347 -1369683.5569772646
17200 -19383.02571688696 -1369677.8815924064
17300 -19375.929476557965 -1369670.7197892938
17400 -19373.347896808078 -1369670.3313490828
17500 -19368.76224823606 -1369664.4585410187
17600 -19370.50238738848 -1369665.1094455314
17700 -19368.66844297227 -1369663.3584571702
17800 -19369.638998636616 -1369663.674758478
17900 -19375.86101765004 -1369669.8252653265
18000 -19374.106822676345 -1369668.3194141777
18100 -19372.075003588012 -1369667.4293401504
18200 -19373.4059392463 -1369667.601644391
18300 -19376.21610460554 -1369670.7695290828
18400 -19365.172774185692 -1369661.5124687385
